Url,Command,Arguments
http://opensees.berkeley.edu/wiki/index.php/Hilber-Hughes-Taylor_Method,HHT,integrator HHT $alpha <$gamma $beta> 
http://opensees.berkeley.edu/wiki/index.php/Hyperbolic_Gap_Material,HyperbolicGapMaterial,uniaxialMaterial HyperbolicGapMaterial $matTag $Kmax $Kur $Rf $Fult $gap
http://opensees.berkeley.edu/wiki/index.php/Hysteretic_Material,Hysteretic,uniaxialMaterial Hysteretic $matTag $s1p $e1p $s2p $e2p <$s3p $e3p> $s1n $e1n $s2n $e2n <$s3n $e3n> $pinchX $pinchY $damage1 $damage2 <$beta>
http://opensees.berkeley.edu/wiki/index.php/Impact_Material,ImpactMaterial,uniaxialMaterial ImpactMaterial $matTag $K1 $K2 $?y $gap
http://opensees.berkeley.edu/wiki/index.php/InitialStateAnalysisWrapper,InitialStateAnalysisWrapper,nDMaterial InitialStateAnalysisWrapper $matTag $nDMatTag $nDim
http://opensees.berkeley.edu/wiki/index.php/Initial_Strain_Material,InitStrainMaterial,uniaxialMaterial InitStrainMaterial $matTag $otherTag $initStrain
http://opensees.berkeley.edu/wiki/index.php/Initial_Stress_Material,InitStressMaterial,uniaxialMaterial InitStressMaterial $matTag $otherTag $initStress
http://opensees.berkeley.edu/wiki/index.php/Interpolated_GroundMotion,Interpolated,groundMotion $tag Interpolated $gmTag1 $gmTag2 ... -fact $fact1 $fact2 ...
http://opensees.berkeley.edu/wiki/index.php/Isolator2spring_Section,Iso2spring,section Iso2spring $matTag $tol $k1 $Fyo $k2o $kvo $hb $PE <$Po>
http://opensees.berkeley.edu/wiki/index.php/J2_Plasticity_Material,J2Plasticity,nDMaterial J2Plasticity $matTag $K $G $sig0 $sigInf $delta $H
http://opensees.berkeley.edu/wiki/index.php/Joint2D_Element,Joint2D,element Joint2D $eleTag $Nd1 $Nd2 $Nd3 $Nd4 $NdC <$Mat1 $Mat2 $Mat3 $Mat4> $MatC $LrgDspTag
http://opensees.berkeley.edu/wiki/index.php/KikuchiAikenHDR_Material,KikuchiAikenHDR,uniaxialMaterial KikuchiAikenHDR $matTag $tp $ar $hr <-coGHU $cg $ch $cu> <-coMSS $rs $rf> 
http://opensees.berkeley.edu/wiki/index.php/KikuchiAikenLRB_Material,KikuchiAikenLRB,uniaxialMaterial KikuchiAikenLRB $matTag $type $ar $hr $gr $ap $tp $alph $beta <-T $temp> <-coKQ $rk $rq> <-coMSS $rs $rf> 
http://opensees.berkeley.edu/wiki/index.php/KikuchiBearing_Element,KikuchiBearing,element KikuchiBearing $eleTag $iNode $jNode -shape $shape -size $size $totalRubber <-totalHeight $totalHeight> -nMSS $nMSS -matMSS $matMSSTag <-limDisp $limDisp> -nMNS $nMNS -matMNS $matMNSTag <-lambda $lambda> <-orient <$x1 $x2 $x3> $yp1 $yp2 $yp3> <-mass $m> <-noPDInput> <-noTilt> <-adjustPDOutput $ci $cj> <-doBalance $limFo $limFi $nIter>
http://opensees.berkeley.edu/wiki/index.php/Krylov-Newton_Algorithm,KrylovNewton,algorithm KrylovNewton <-iterate $tangIter> <-increment $tangIncr> <-maxDim $maxDim>
http://opensees.berkeley.edu/wiki/index.php/Lagrange_Multipliers,Lagrange,constraints Lagrange <$alphaS $alphaM >
http://www.luxinzheng.net/download/OpenSEES/En_THUShell_OpenSEES.htm,LayeredShell,section LayeredShell $sectionTag $nLayers $matTag1 $thickness1...$matTagn $thicknessn
http://opensees.berkeley.edu/wiki/index.php/LeadRubberX,LeadRubberX,element LeadRubberX $eleTag $Nd1 $Nd2 $Fy $alpha $Gr $Kbulk $D1 $D2 $ts $tr $n <<$x1 $x2 $x3> $y1 $y2 $y3> <$kc> <$PhiM> <$ac> <$sDratio> <$m> <$cd> <$tc> <$qL> <$cL> <$kS> <$aS> <$tag1> <$tag2> <$tag3> <$tag4> <$tag5>
http://opensees.berkeley.edu/wiki/index.php/Limit_State_Material,LimitState,uniaxialMaterial LimitState $matTag $s1p $e1p $s2p $e2p $s3p $e3p $s1n $e1n $s2n $e2n $s3n $e3n $pinchX $pinchY
http://opensees.berkeley.edu/wiki/index.php/Linear_Transformation,Linear,geomTransf Linear $transfTag <-jntOffset $dXi $dYi $dXj $dYj>
http://opensees.berkeley.edu/wiki/index.php/Linear_Transformation,Linear,geomTransf Linear $transfTag $vecxzX $vecxzY $vecxzZ <-jntOffset $dXi $dYi $dZi $dXj $dYj $dZj>
http://opensees.berkeley.edu/wiki/index.php/Linear_Algorithm,Linear,algorithm Linear <-initial> <-factorOnce>
http://opensees.berkeley.edu/wiki/index.php/Linear_TimeSeries,Linear,timeSeries Linear $tag <-factor $cFactor>
http://opensees.berkeley.edu/wiki/index.php/Load_Control,LoadControl,integrator LoadControl $lambda <$numIter $minLambda $maxLambda>
http://opensees.berkeley.edu/wiki/index.php/Manzari_Dafalias_Material,ManzariDafalias,nDmaterial ManzariDafalias $matTag $G0 $nu $e_init $Mc $c $lambda_c $e0 $ksi $P_atm $m $h0 $ch $nb $A0 $nd $z_max $cz $Den
http://opensees.berkeley.edu/wiki/index.php/MinMax_Material,MinMax,uniaxialMaterial MinMax $matTag $otherTag <-min $minStrain> <-max $maxStrain>
http://opensees.berkeley.edu/wiki/index.php/Minimum_Unbalanced_Displacement_Norm,MinUnbalDispNorm,integrator MinUnbalDispNorm $dlambda1 <$Jd $minLambda $maxLambda>
http://opensees.berkeley.edu/wiki/index.php/Elastic_Beam_Column_Element_with_Stiffness_Modifiers,ModElasticBeam2d,element ModElasticBeam2d $eleTag $iNode $jNode $A $E $Iz $K11 $K33 $K44 $transfTag <-mass $massDens> <-cMass>
http://opensees.berkeley.edu/wiki/index.php/Modified_Newton_Algorithm,ModifiedNewton,algorithm ModifiedNewton <-initial> 
http://opensees.berkeley.edu/wiki/index.php/Modified_Ibarra-Medina-Krawinkler_Deterioration_Model_with_Peak-Oriented_Hysteretic_Response_(ModIMKPeakOriented_Material),ModIMKPeakOriented,uniaxialMaterial ModIMKPeakOriented  $matTag  $K0  $as_Plus  $as_Neg  $My_Plus  $My_Neg  $Lamda_S  $Lamda_C  $Lamda_A  $Lamda_K  $c_S  $c_C  $c_A  $c_K  $theta_p_Plus  $theta_p_Neg  $theta_pc_Plus  $theta_pc_Neg  $Res_Pos  $Res_Neg  $theta_u_Plus  $theta_u_Neg  $D_Plus  $D_Neg
http://opensees.berkeley.edu/wiki/index.php/Modified_Ibarra-Medina-Krawinkler_Deterioration_Model_with_Pinched_Hysteretic_Response_(ModIMKPinching_Material),ModIMKPinching,uniaxialMaterial ModIMKPinching  $matTag  $K0  $as_Plus  $as_Neg  $My_Plus  $My_Neg  $FprPos $FprNeg $A_pinch $Lamda_S  $Lamda_C $Lamda_A  $Lamda_K  $c_S  $c_C  $c_A  $c_K  $theta_p_Plus  $theta_p_Neg  $theta_pc_Plus  $theta_pc_Neg  $Res_Pos  $Res_Neg  $theta_u_Plus  $theta_u_Neg  $D_Plus  $D_Neg
http://opensees.berkeley.edu/wiki/index.php/MultiLinear_Material,MultiLinear,uniaxialMaterial MultiLinear $matTag $u1 $f1 $u2 $f2 $u3 $f3 $u4 $f4 ...
http://opensees.berkeley.edu/wiki/index.php/MultipleShearSpring_Element,multipleShearSpring,element multipleShearSpring $eleTag $iNode $jNode $nSpring -mat $matTag <-lim $dsp> <-orient <$x1 $x2 $x3> $yp1 $yp2 $yp3> <-mass $m> 
http://opensees.berkeley.edu/wiki/index.php/Multi-Support_Excitation_Pattern,MultipleSupport,pattern MultipleSupport $patternTag
http://opensees.berkeley.edu/wiki/index.php/User_talk:Kkolozvari,MVLEM,Element MVLEM $eleTag $Dens $iNode $jNode $m $c -thick Thicknesses -width Widths -rho Reinforcing_ratios -matConcrete Concrete_tags -matSteel Steel_tags -matShear Shear_tag
http://opensees.berkeley.edu/wiki/index.php/MVLEM_-_Multiple-Vertical-Line-Element-Model_for_RC_Walls,MVLEM,Element MVLEM $eleTag $Dens $iNode $jNode $m $c -thick Thicknesses -width Widths -rho Reinforcing_ratios -matConcrete Concrete_tags -matSteel Steel_tags -matShear Shear_tag
http://opensees.berkeley.edu/wiki/index.php/NDFiber_Section,NDFiber,section NDFiber $secTag
http://opensees.berkeley.edu/wiki/index.php/Newmark_Method,Newmark,integrator Newmark $gamma $beta
http://opensees.berkeley.edu/wiki/index.php/Newton_Algorithm,Newton,algorithm Newton <-initial> <-initialThenCurrent>
http://opensees.berkeley.edu/wiki/index.php/Newton_with_Line_Search_Algorithm,NewtonLineSearch,algorithm NewtonLineSearch  <-type $typeSearch> <-tol $tol> <-maxIter $maxIter> <-minEta $minEta> <-maxEta $maxEta>
http://opensees.berkeley.edu/wiki/index.php/Node_Recorder,Node,recorder Node <-file $fileName> <-xml $fileName> <-binary $fileName> <-tcp $inetAddress $port> <-precision $nSD>  <-timeSeries $tsTag> <-time> <-dT $deltaT> <-closeOnWrite> <-node $node1 $node2 ...> <-nodeRange $startNode $endNode> <-region $regionTag> -dof ($dof1 $dof2 ...) $respType'
http://opensees.berkeley.edu/wiki/index.php/Force-Based_Beam-Column_Element,nonlinearBeamColumn,element nonlinearBeamColumn $eleTag $iNode $jNode $numIntgrPts $secTag $transfTag <-mass $massDens> <-iter $maxIters $tol> <-integration $intType>
http://opensees.berkeley.edu/wiki/index.php/Norm_Displacement_Increment_Test,NormDispIncr,test NormDispIncr $tol $iter <$pFlag> <$nType>
http://opensees.berkeley.edu/wiki/index.php/Norm_Unbalance_Test,NormUnbalance,test NormUnbalance $tol $iter <$pFlag> <$nType>
http://opensees.berkeley.edu/wiki/index.php/Parallel_Material,Parallel,uniaxialMaterial Parallel $matTag $tag1 $tag2 ... <-factors $fact1 $fact2 ...>
http://opensees.berkeley.edu/wiki/index.php/Path_TimeSeries,Path,timeSeries Path $tag -dt $dt -values list_of_values <-factor $cFactor> <-useLast> <-prependZero> <-startTime $tStart>
http://opensees.berkeley.edu/wiki/index.php/Path_TimeSeries,Path,timeSeries Path $tag -dt $dt -filePath $filePath <-factor $cFactor> <-useLast> <-prependZero> <-startTime $tStart>
http://opensees.berkeley.edu/wiki/index.php/Path_TimeSeries,Path,timeSeries Path $tag -time list_of_times -values list_of_values <-factor $cFactor> <-useLast>
http://opensees.berkeley.edu/wiki/index.php/Path_TimeSeries,Path,timeSeries Path $tag -fileTime $fileTime -filePath $filePath <-factor $cFactor> <-useLast>
http://opensees.berkeley.edu/wiki/index.php/PDelta_Transformation,PDelta,geomTransf PDelta $transfTag <-jntOffset $dXi $dYi $dXj $dYj>
http://opensees.berkeley.edu/wiki/index.php/PDelta_Transformation,PDelta,geomTransf PDelta $transfTag $vecxzX $vecxzY $vecxzZ <-jntOffset $dXi $dYi $dZi $dXj $dYj $dZj>
http://opensees.berkeley.edu/wiki/index.php/PeerMotion,PeerMotion,timeSeries PeerMotion $tag $eqMotion $station $type $factor <-dT $dT> <-nPTS $nPts>
http://opensees.berkeley.edu/wiki/index.php/PeerNGAMotion,PeerNGAMotion,timeSeries PeerNGAMotion $tag $eqMotion $factor <-dT $dT> <-NPTS $nPts>
http://opensees.berkeley.edu/wiki/index.php/Penalty_Method,Penalty,constraints Penalty $alphaS $alphaM 
http://opensees.berkeley.edu/wiki/index.php/Pinching4_Material,Pinching4,uniaxialMaterial Pinching4 $matTag $ePf1 $ePd1 $ePf2 $ePd2 $ePf3 $ePd3 $ePf4 $ePd4 <$eNf1 $eNd1 $eNf2 $eNd2 $eNf3 $eNd3 $eNf4 $eNd4> $rDispP $rForceP $uForceP <$rDispN $rForceN $uForceN > $gK1 $gK2 $gK3 $gK4 $gKLim $gD1 $gD2 $gD3 $gD4 $gDLim $gF1 $gF2 $gF3 $gF4 $gFLim $gE $dmgType
http://opensees.berkeley.edu/wiki/index.php/Pinching_Limit_State_Material,PinchingLimitStateMaterial,uniaxialMaterial PinchingLimitStateMaterial $matTag $nodeT $nodeB $driftAxis $Kelas $crvTyp $crvTag 
http://opensees.berkeley.edu/wiki/index.php/Pinching_Limit_State_Material,PinchingLimitStateMaterial,uniaxialMaterial PinchingLimitStateMaterial $matTag $nodeT $nodeB $driftAxis $Kelas $crvTyp $crvTag $eleTag $b $d $h $a $st $As $Acc $ld $db $rhot $f'c $fy $fyt
http://opensees.berkeley.edu/wiki/index.php/Plain_GroundMotion,Plain,groundMotion $gmTag Plain <-accel $tsTag> <-vel $tsTag> <-disp $tsTag> <-int (IntegratorType intArgs)> <-fact $cFactor>
http://opensees.berkeley.edu/wiki/index.php/Plain_Constraints,Plain,constraints Plain
http://opensees.berkeley.edu/wiki/index.php/Plain_Numberer,Plain,numberer Plain
http://opensees.berkeley.edu/wiki/index.php/Plane_Strain_Material,PlaneStrain,nDMaterial PlaneStrain $matTag $threeDtag
http://opensees.berkeley.edu/wiki/index.php/Plane_Stress_Material,PlaneStress,nDMaterial PlaneStress $matTag $threeDtag
http://www.luxinzheng.net/download/OpenSEES/En_THUShell_OpenSEES.htm,PlaneStressUserMaterial,nDmaterial PlaneStressUserMaterial $matTag 40 7 $fc $ft $fcu $epsc0 $epscu $epstu $stc
http://opensees.berkeley.edu/wiki/index.php/Plate_Fiber_Material,PlateFiber,nDMaterial PlateFiber $matTag $threeDTag
http://opensees.berkeley.edu/wiki/index.php/Plate_Fiber_Section,PlateFiber,section PlateFiber $secTag $matTag $h
http://www.luxinzheng.net/download/OpenSEES/En_THUShell_OpenSEES.htm,PlateFromPlaneStress,nDmaterial PlateFromPlaneStress $newmatTag $matTag $OutofPlaneModulus
http://www.luxinzheng.net/download/OpenSEES/En_THUShell_OpenSEES.htm,PlateRebar,nDmaterial PlateRebar $newmatTag $matTag $sita
http://opensees.berkeley.edu/wiki/index.php/Plot_Recorder,plot,recorder plot $fileName $windowTitle $xLoc $yLoc $xPixels $yPixels -columns $xCol0 $yCol0 <-columns $xCol1 $yCol1>  ...
http://opensees.berkeley.edu/wiki/index.php/PM4Sand_Material,PM4Sand,nDmaterial PM4Sand $matTag $Dr $G0 $hpo $Den <$patm $h0 $emax $emin $nb $nd $Ado $zmax $cz $ce $phic $nu $cgd $cdr $ckaf $Q $R $m $Fsed_min $p_sedo>
http://opensees.berkeley.edu/wiki/index.php/PM4Silt_Material_(Beta),PM4Silt,nDMaterial PM4Silt $matTag $S_u $Su_Rat $G_o $h_po $Den <$Su_factor $Patm $nu $nG $h0 $eInit $lambda $phicv $nb_wet $nb_dry $nd $Ado $ru_max $zmax $cz $ce $Cgd $ckaf $m_m $CG_consol>
http://opensees.berkeley.edu/wiki/index.php/PressureDependMultiYield_Material,PressureDependMultiYield,nDMaterial PressureDependMultiYield  $tag  $nd  $rho  $refShearModul  $refBulkModul  $frictionAng  $peakShearStra  $refPress  $pressDependCoe  $PTAng  $contrac  $dilat1  $dilat2  $liquefac1  $liquefac2  $liquefac3  <$noYieldSurf=20 <$r1 $Gs1 …>  $e=0.6  $cs1=0.9  $cs2=0.02  $cs3=0.7  $pa=101 <$c=0.3>>
http://opensees.berkeley.edu/wiki/index.php/PressureDependMultiYield02_Material,PressureDependMultiYield02,nDMaterial PressureDependMultiYield02  $tag  $nd  $rho  $refShearModul  $refBulkModul  $frictionAng  $peakShearStra  $refPress  $pressDependCoe  $PTAng  $contrac1  $contrac3  $dilat1  $dilat3 <$noYieldSurf=20 <$r1 $Gs1 …>  $contrac2=5.  $dilat2=3.  $liquefac1=1.  $liquefac2=0.  $e=0.6  $cs1=0.9  $cs2=0.02  $cs3=0.7  $pa=101 <$c=0.1>>
http://opensees.berkeley.edu/wiki/index.php/PressureIndependMultiYield_Material,PressureIndependMultiYield,nDmaterial PressureIndependMultiYield $tag $nd  $rho  $refShearModul  $refBulkModul $cohesi  $peakShearStra  <$frictionAng=0.  $refPress=100.  $pressDependCoe=0.  $noYieldSurf=20  <$r1 $Gs1 …>  >
http://opensees.berkeley.edu/wiki/index.php/Plane_Stress_Concrete_Materials,PrestressedConcretePlaneStress,nDMaterial PrestressedConcretePlaneStress matTag? rho? t1? s1? c1? c2? angle1? angle2? rou1? rou2? pstrain? fpc? fyT? fy2? E0? epsc0?
http://opensees.berkeley.edu/wiki/index.php/ProfileSPD_SOE,ProfileSPD,system ProfileSPD
http://opensees.berkeley.edu/wiki/index.php/Pulse_TimeSeries,Pulse,timeSeries Pulse $tag $tStart $tEnd $period <-width $pulseWidth> <-shift $shift> <-factor $cFactor>
http://opensees.berkeley.edu/wiki/index.php/PyLiq1_Material,PyLiq1,uniaxialMaterial PyLiq1 $matTag $soilType $pult $Y50 $Cd $c $pRes $ele1 $ele2
http://opensees.berkeley.edu/wiki/index.php/PyLiq1_Material,PyLiq1,uniaxialMaterial PyLiq1 $matTag $soilType $pult $Y50 $Cd $c $pRes -timeSeries $tag
http://opensees.berkeley.edu/wiki/index.php/PySimple1_Material,PySimple1,uniaxialMaterial PySimple1 $matTag $soilType $pult $Y50 $Cd <$c>
http://opensees.berkeley.edu/wiki/index.php/Patch_Command,quad,patch quad $matTag $numSubdivIJ $numSubdivJK $yI $zI $yJ $zJ $yK $zK $yL $zL
http://opensees.berkeley.edu/wiki/index.php/Quad_Element,quad,element quad $eleTag $iNode $jNode $kNode $lNode $thick $type $matTag <$pressure $rho $b1 $b2>
http://opensees.berkeley.edu/wiki/index.php/FourNodeQuad_u-p_Element,quadUP,element quadUP $eleTag $Node1 $Node2 $Node3 $Node4 $thick $matTag $bulk $fmass $PermX $PermY <$b1=0 $b2=0 $t=0>
http://opensees.berkeley.edu/wiki/index.php/Four_Node_Quad_u-p_Element,quadUP,element quadUP $eleTag  $iNode  $jNode  $kNode  $lNode $thick  $matTag  $bulk  $fmass  $hPerm  $vPerm  <$b1=0  $b2=0  $t=0>
http://opensees.berkeley.edu/wiki/index.php/QzSimple1_Material,QzSimple1,uniaxialMaterial QzSimple1 $matTag $qzType $qult $Z50 <$suction $c>
http://opensees.berkeley.edu/wiki/index.php/Plane_Stress_Concrete_Materials,RAFourSteelPCPlaneStress,nDMaterial RAFourSteelPCPlaneStress matTag? rho? UniaxiaMatTag1? UniaxiaMatTag2? UniaxiaMatTag3? UniaxiaMatTag4? angle1? angle2? rou1? rou2? pstrain? fpc? fyT? fy? E0? epsc0?
http://opensees.berkeley.edu/wiki/index.php/Plane_Stress_Concrete_Materials,RAFourSteelRCPlaneStress,nDMaterial RAFourSteelRCPlaneStress matTag? rho? UniaxiaMatTag1? UniaxiaMatTag2? UniaxiaMatTag3? UniaxiaMatTag4? UniaxiaMatTag5? UniaxiaMatTag6? angle1? angle2? angle3? angle4? rou1? rou2? rou3? rou4? fpc? fy? E0? epsc0?
http://opensees.berkeley.edu/wiki/index.php/RambergOsgoodSteel_Material,RambergOsgoodSteel,uniaxialMaterial RambergOsgoodSteel $matTag $fy $E0 $a $n
http://opensees.berkeley.edu/wiki/index.php/RCM_Numberer,RCM,numberer RCM
http://opensees.berkeley.edu/wiki/index.php/RC_Section,RCSection2d,section RCSection2d $secTag $coreTag $coverTag $steelTag $d $b $cover $Atop $Abot $Aside $Nfcore $Nfcover $Nfs
http://opensees.berkeley.edu/wiki/index.php/Patch_Command,rect,patch rect $matTag $numSubdivY $numSubdivZ $yI $zI $yJ $zJ
http://opensees.berkeley.edu/wiki/index.php/Rectangular_TimeSeries,Rectangular,timeSeries Rectangular $tag $tStart $tEnd <-factor $cFactor>
http://opensees.berkeley.edu/wiki/index.php/Plane_Stress_Concrete_Materials,ReinforcedConcretePlaneStress,nDMaterial ReinforcedConcretePlaneStress matTag? rho? s1? s2? c1? c2? angle1? angle2? rou1? rou2? fpc? fy? E0? epsc0?
http://opensees.berkeley.edu/wiki/index.php/Reinforcing_Steel_Material,ReinforcingSteel,uniaxialMaterial ReinforcingSteel $matTag $fy $fu $Es $Esh $esh $eult  < -GABuck $lsr $beta $r $gama > < -DMBuck $lsr < $alpha >>  < -CMFatigue $C
http://opensees.berkeley.edu/wiki/index.php/Relative_Energy_Increment_Test,RelativeEnergyIncr,test RelativeEnergyIncr $tol $iter <$pFlag> <$nType>
http://opensees.berkeley.edu/wiki/index.php/Relative_Norm_Displacement_Increment_Test,RelativeNormDispIncr,test RelativeNormDispIncr $tol $iter <$pFlag> <$nType>
http://opensees.berkeley.edu/wiki/index.php/Relative_Norm_Unbalance_Test,RelativeNormUnbalance,test RelativeNormUnbalance $tol $iter <$pFlag> <$nType>
http://opensees.berkeley.edu/wiki/index.php/Total_Relative_Norm_Displacement_Increment_Test,RelativeTotalNormDispIncr,test RelativeTotalNormDispIncr $tol $iter <$pFlag> <$nType>
http://opensees.berkeley.edu/wiki/index.php/RJ-Watson_EQS_Bearing_Element,RJWatsonEqsBearing,element RJWatsonEqsBearing $eleTag $iNode $jNode $frnMdlTag $kInit -P $matTag -Vy $matTag -Mz $matTag <-orient $x1 $x2 $x3 $y1 $y2 $y3> <-shearDist $sDratio> <-doRayleigh> <-mass $m> <-iter $maxIter $tol>
http://opensees.berkeley.edu/wiki/index.php/RJ-Watson_EQS_Bearing_Element,RJWatsonEqsBearing,element RJWatsonEqsBearing $eleTag $iNode $jNode $frnMdlTag $kInit -P $matTag -Vy $matTag -Vz $matTag -T $matTag -My $matTag -Mz $matTag <-orient <$x1 $x2 $x3> $y1 $y2 $y3> <-shearDist $sDratio> <-doRayleigh> <-mass $m> <-iter $maxIter $tol>
http://opensees.berkeley.edu/wiki/index.php/RotationShearCurve,RotationShearCurve,limitCurve RotationShearCurve $crvTag $eleTag $ndI $ndJ $rotAxis $Vn $Vr $Kdeg $rotLim
http://opensees.berkeley.edu/wiki/index.php/RotationShearCurve,RotationShearCurve,limitCurve RotationShearCurve $crvTag $eleTag $ndI $ndJ $rotAxis $Vn $Vr $Kdeg $defType $b $d $h $L $st $As $Acc $ld $db $rhot $f'c $fy $fyt $delta
http://opensees.berkeley.edu/wiki/index.php/SAWS_Material,SAWS,uniaxialMaterial SAWS $tag $F0 $FI $DU $S0 $R1 $R2 $R3 $R4 $alph $beta
http://opensees.berkeley.edu/wiki/index.php/Secant_Newton_Algorithm,SecantNewton,algorithm SecantNewton <-iterate $tangIter> <-increment $tangIncr> <-maxDim $maxDim>
http://opensees.berkeley.edu/wiki/index.php/Elastic_Section,section,Elastic $secTag $E $A $Iz <$G $alphaY>
http://opensees.berkeley.edu/wiki/index.php/Elastic_Section,section,Elastic $secTag $E $A $Iz $Iy $G $J <$alphaY $alphaZ>
http://opensees.berkeley.edu/wiki/index.php/SelfCentering_Material,SelfCentering,uniaxialMaterial SelfCentering $matTag $k1 $k2 $sigAct $beta <$epsSlip> <$epsBear> <rBear>
http://opensees.berkeley.edu/wiki/index.php/Series_Material,Series,uniaxialMaterial Series $matTag $tag1 $tag2 ...
http://opensees.berkeley.edu/wiki/index.php/User_talk:Kkolozvari,SFI_MVLEM,Element SFI_MVLEM $eleTag $iNode $jNode $m $c -thick Thicknesses -width Widths -mat Material_tags
http://opensees.berkeley.edu/wiki/index.php/SFI_MVLEM_-_Cyclic_Shear-Flexure_Interaction_Model_for_RC_Walls,SFI_MVLEM,Element SFI_MVLEM $eleTag $iNode $jNode $m $c -thick Thicknesses -width Widths -mat Material_tags
http://opensees.berkeley.edu/wiki/index.php/Shear_LimitCurve,Shear,limitCurve Shear $curveTag $eleTag $rho $fc $b $h $d $Fsw $Kdeg $Fres $defType $forType <$ndI $ndJ $dof $perpDirn $delta>
http://opensees.berkeley.edu/wiki/index.php/ShellDKGQ,ShellDKGQ,element ShellDKGQ $eleTag $iNode $jNode $kNode $lNode $secTag
http://opensees.berkeley.edu/wiki/index.php/ShellDKGT,ShellDKGT,element ShellDKGT $eleTag $iNode $jNode $kNode $secTag
http://opensees.berkeley.edu/wiki/index.php/Shell_Element,ShellMITC4,element ShellMITC4 $eleTag $iNode $jNode $kNode $lNode $secTag
http://opensees.berkeley.edu/wiki/index.php/ShellNL,ShellNL,element ShellNL $eleTag $node1 $node2 ... $node9 $secTag
http://opensees.berkeley.edu/wiki/index.php/ShellNLDKGQ,ShellNLDKGQ,element ShellNLDKGQ $eleTag $iNode $jNode $kNode $lNode $secTag
http://opensees.berkeley.edu/wiki/index.php/ShellNLDKGT,ShellNLDKGT,element ShellNLDKGT $eleTag $iNode $jNode $kNode $secTag
http://opensees.berkeley.edu/wiki/index.php/SimpleContact2D,SimpleContact2D,element SimpleContact2D $eleTag $iNode $jNode $sNode $lNode $matTag $gTol $fTol
http://opensees.berkeley.edu/wiki/index.php/SimpleContact3D,SimpleContact3D,element SimpleContact3D $eleTag $iNode $jNode $kNode $lNode $sNode $LNode $matTag $gTol $fTol
http://opensees.berkeley.edu/wiki/index.php/Single_Concave_Friction_Pendulum_Bearing_Element,singleFPBearing,element singleFPBearing $eleTag $iNode $jNode $frnMdlTag $R $h $uy -P $matTag -Mz $matTag <-orient $x1 $x2 $x3 $y1 $y2 $y3> <-mass $m> <-iter $maxIter $tol>
http://opensees.berkeley.edu/wiki/index.php/Single_Concave_Friction_Pendulum_Bearing_Element,singleFPBearing,element singleFPBearing $eleTag $iNode $jNode $frnMdlTag $R $h $uy -P $matTag -T $matTag -My $matTag -Mz $matTag <-orient <$x1 $x2 $x3> $y1 $y2 $y3> <-mass $m> <-iter $maxIter $tol>
http://opensees.berkeley.edu/wiki/index.php/Single_Friction_Pendulum_Bearing_Element,singleFPBearing,element singleFPBearing $eleTag $iNode $jNode $frnMdlTag $Reff $kInit -P $matTag -Mz $matTag <-orient $x1 $x2 $x3 $y1 $y2 $y3> <-shearDist $sDratio> <-doRayleigh> <-mass $m> <-iter $maxIter $tol>
http://opensees.berkeley.edu/wiki/index.php/Single_Friction_Pendulum_Bearing_Element,singleFPBearing,element singleFPBearing $eleTag $iNode $jNode $frnMdlTag $Reff $kInit -P $matTag -T $matTag -My $matTag -Mz $matTag <-orient <$x1 $x2 $x3> $y1 $y2 $y3> <-shearDist $sDratio> <-doRayleigh> <-mass $m> <-iter $maxIter $tol>
http://opensees.berkeley.edu/wiki/index.php/SuperLU_SOE,SparseGEN,system SparseGEN
http://opensees.berkeley.edu/wiki/index.php/SparseSYM_SOE,SparseSYM,system SparseSYM
http://opensees.berkeley.edu/wiki/index.php/SSPbrick_Element,SSPbrick,element SSPbrick $eleTag $iNode $jNode $kNode $lNode $mNode $nNode $pNode $qNode $matTag <$b1 $b2 $b3>
http://opensees.berkeley.edu/wiki/index.php/SSPbrickUP_Element,SSPbrickUP,element SSPbrickUP $eleTag $iNode $jNode $kNode $lNode $mNode $nNode $pNode $qNode $matTag $fBulk $fDen $k1 $k2 $k3 $void $alpha <$b1 $b2 $b3>
http://opensees.berkeley.edu/wiki/index.php/SSPquad_Element,SSPquad,element SSPquad $eleTag $iNode $jNode $kNode $lNode $matTag $type $thick <$b1 $b2>
http://opensees.berkeley.edu/wiki/index.php/SSPquadUP_Element,SSPquadUP,element SSPquadUP $eleTag $iNode $jNode $kNode $lNode $matTag $thick $fBulk $fDen $k1 $k2 $void $alpha <$b1 $b2>
http://opensees.berkeley.edu/wiki/index.php/Standard_Brick_Element,stdBrick,element stdBrick $eleTag $node1 $node2 $node3 $node4 $node5 $node6 $node7 $node8 $matTag <$b1 $b2 $b3>
http://opensees.berkeley.edu/wiki/index.php/Steel01_Material,Steel01,uniaxialMaterial Steel01 $matTag $Fy $E0 $b <$a1 $a2 $a3 $a4>
http://opensees.berkeley.edu/wiki/index.php/Steel02_Material_--_Giuffr%C3%A9-Menegotto-Pinto_Model_with_Isotropic_Strain_Hardening,Steel02,uniaxialMaterial Steel02 $matTag $Fy $E $b $R0 $cR1 $cR2 <$a1 $a2 $a3 $a4 $sigInit>
